timestamp,x,y,z,vx,vy,vz,speed
13.4880,-4.6250,1.7750,0.5250,-0.1732,-0.1501,-2.4106,2.4215
13.4880,-4.4250,2.1250,0.5750,0.0387,0.1140,0.7568,0.7663
13.4880,-4.1750,2.5750,0.7250,-0.0827,-0.0219,0.3026,0.3145
13.4880,-2.8750,4.5750,1.2250,0.0041,0.0704,-0.0855,0.1108
13.4880,-0.8250,4.5750,1.2750,0.0442,0.0435,0.2524,0.2599
13.4880,-0.1250,4.5750,1.2750,-0.0110,0.0042,0.1210,0.1216
13.4880,0.2250,4.5750,1.2750,-0.0506,-0.0281,0.2342,0.2413
13.4880,0.9250,1.3750,0.4750,0.0266,-2.2723,10.4376,10.6821
13.4880,0.9250,1.1750,0.4250,0.0274,-1.9457,8.8865,9.0970
13.4880,0.9250,1.0250,0.3750,0.0284,-1.6689,7.6249,7.8055
13.4880,0.9250,0.8750,0.3250,0.0242,-1.4073,6.4554,6.6071
13.4880,0.9250,0.7750,0.3250,0.0255,-1.2951,5.9762,6.1150
13.4880,0.9250,0.6250,0.2750,0.0256,-0.9947,4.7088,4.8128
13.4880,0.9250,0.5750,0.2750,0.0279,-0.9397,4.1969,4.3009
13.4880,0.9250,0.4250,0.2250,0.0340,-2.8450,2.1054,3.5395
13.4880,0.9250,0.2250,0.1750,0.0347,-0.3048,1.1171,1.1584
13.4880,0.9250,-0.4250,-0.0250,0.0321,1.2028,-3.2545,3.4698
13.4880,0.9250,-0.5750,-0.0750,0.0318,1.6008,-4.6324,4.9013
13.4880,0.9250,-0.8250,-0.1250,0.0330,2.0706,-6.3942,6.7212
13.4880,0.9250,-1.0250,-0.1750,0.0422,2.5745,-8.0179,8.4212
13.4880,0.9250,-1.2250,-0.2250,0.0441,3.0088,-9.3601,9.8319
13.4880,-8.3750,1.2250,0.3750,0.0280,-2.2483,3.2372,3.9415
13.4880,-5.0250,1.1250,0.3750,0.0274,-0.0104,-1.5306,1.5308
13.4880,-4.8750,1.2750,0.4250,-0.0687,0.0782,-1.9618,1.9646
13.4880,-4.8250,1.4750,0.4750,-0.0120,0.1267,-2.1104,2.1142
13.4880,-4.7250,1.6250,0.5250,-1.7314,-2.6525,8.6674,9.2281
13.4880,-4.6250,1.7750,0.5750,-0.1249,-0.0686,-2.4839,2.4880
13.4880,-4.5250,1.9250,0.6250,0.0104,0.0084,1.2589,1.2589
13.4880,-4.1750,2.5750,0.7750,-0.0674,0.0082,0.3148,0.3221
13.4880,-3.7250,3.3750,1.0250,0.0223,0.0342,-0.4306,0.4325
13.4880,-3.7250,4.5750,1.3750,-0.0376,0.0693,-0.9646,0.9678
13.4880,-2.0250,4.5750,1.3750,-0.0080,0.0676,-0.1536,0.1680
13.4880,-1.8250,4.5750,1.3750,-0.0306,0.0609,-0.1580,0.1721
13.4880,-1.4250,4.5750,1.4250,-0.0731,0.0251,0.0771,0.1092
13.4880,-1.2250,4.5750,1.4250,-0.0285,0.0318,0.2248,0.2288
13.4880,-0.6750,4.5750,1.4250,-0.0305,0.0417,0.2395,0.2450
13.4880,0.9250,1.2250,0.4750,0.0197,-2.1959,9.0592,9.3216
13.4880,0.9250,1.0750,0.4250,0.0235,-1.9080,7.8094,8.0391
13.4880,0.9250,0.9250,0.3750,0.0244,-1.6355,6.6742,6.8718
13.4880,0.9250,0.7250,0.3250,0.0267,-1.2758,5.2443,5.3973
13.4880,0.9250,0.5250,0.2750,0.0312,-0.9123,3.6343,3.7472
13.4880,0.9250,0.3750,0.2250,0.0332,-0.5874,2.3300,2.4031
13.4880,0.9250,0.1750,0.1750,0.0401,-0.2704,0.6199,0.6775
13.4880,0.9250,-0.1750,0.0250,0.0506,0.6324,-1.4146,1.5503
13.4880,0.9250,-0.3750,-0.0250,0.0363,1.1561,-2.8137,3.0422
13.4880,0.9250,-0.5250,-0.0750,0.0359,1.5554,-4.0924,4.3781
13.4880,0.9250,-0.6750,-0.1250,0.0354,1.9457,-5.1540,5.5092
13.4880,0.9250,-0.8750,-0.1750,0.0357,2.3665,-6.5586,6.9726
13.4880,-8.3750,1.5250,0.4750,0.0161,-0.5081,-1.0624,1.1778
13.4880,-4.5250,1.9250,0.6750,0.0482,0.0734,1.3719,1.3747
13.4880,-4.3750,2.2250,0.7750,-0.0810,0.0375,0.9206,0.9250
13.4880,-3.9250,3.0250,1.0250,-0.0004,-0.0959,0.0811,0.1256
13.4880,-3.7250,3.3750,1.1250,0.0257,0.0451,-0.2928,0.2973
13.4880,-4.0250,4.5750,1.5250,0.0888,0.0814,-0.7349,0.7447
13.4880,-2.2250,4.5750,1.5250,-0.0208,0.0667,-0.0907,0.1145
13.4880,-0.8250,4.5750,1.5750,0.0462,0.0445,0.2635,0.2712
13.4880,-0.1250,4.5750,1.5750,0.0453,0.0178,0.1742,0.1808
13.4880,0.4250,4.5750,1.5750,0.1122,-0.0200,-0.1319,0.1743
13.4880,0.9250,0.8250,0.3750,0.0292,-1.5691,5.8220,6.0298
13.4880,0.9250,0.7750,0.3750,0.0322,-1.4759,5.2227,5.4273
13.4880,0.9250,0.6750,0.3250,0.0316,-1.2337,4.5859,4.7490
13.4880,0.9250,0.6250,0.3250,0.0319,-1.1561,4.0860,4.2465
13.4880,0.9250,0.4750,0.2750,0.0351,-0.8875,3.0096,3.1379
13.4880,0.9250,0.3250,0.2250,0.0349,-0.5527,1.8344,1.9162
13.4880,0.9250,-0.3250,-0.0250,0.0421,1.0898,-2.3812,2.6191
13.4880,0.9250,-0.4750,-0.0750,0.0390,1.5088,-3.5587,3.8656
13.4880,0.9250,-0.6250,-0.1250,0.0382,1.8782,-4.5673,4.9386
13.4880,0.9250,-0.9250,-0.2250,0.0370,2.7065,-6.7704,7.2915
13.4880,0.9250,-1.0750,-0.2750,0.0394,3.1436,-7.7994,8.4092
13.4880,0.9250,-1.2750,-0.3250,0.0421,3.6899,-9.0399,9.7641
13.4880,-8.3750,1.5250,0.5250,0.0129,-0.0623,-1.0706,1.0725
13.4880,-4.8250,1.4250,0.5250,-1.7586,-2.6899,5.7558,6.5922
13.4880,-4.7250,1.5750,0.5750,-0.0437,-0.1088,-2.1889,2.1920
13.4880,-4.6250,1.7750,0.6250,-0.0652,0.0327,-2.5412,2.5422
13.4880,-4.3750,2.2250,0.8250,-0.0488,0.0956,0.9114,0.9177
13.4880,-4.1250,2.6750,0.9750,-0.0943,-0.0847,0.4920,0.5081
13.4880,0.9250,1.1250,0.5250,0.0305,-2.1789,7.6750,7.9783
13.4880,0.9250,0.9750,0.4750,0.0300,-1.8989,6.5563,6.8258
13.4880,0.9250,0.9250,0.4250,0.0277,-1.7594,6.0224,6.2742
13.4880,0.9250,0.7250,0.3750,0.0317,-1.4078,4.5606,4.7731
13.4880,0.9250,0.5750,0.3250,0.0354,-1.0958,3.5356,3.7017
13.4880,0.9250,0.4250,0.2750,0.0367,-0.8284,2.5513,2.6827
13.4880,0.9250,0.2750,0.2250,0.0417,-0.5221,1.2281,1.3351
13.4880,0.9250,0.1250,0.1750,0.0874,-1.6385,1.2287,2.0499
13.4880,0.9250,-0.2750,-0.0250,0.0458,0.9862,-1.9424,2.1789
13.4880,0.9250,-0.4250,-0.0750,0.0416,-0.3491,-3.7291,3.7456
13.4880,0.9250,-0.5750,-0.1250,0.0391,1.8117,-3.9822,4.3751
13.4880,0.9250,-0.7250,-0.1750,0.0403,2.2547,-5.0461,5.5270
13.4880,-8.3750,1.2250,0.4250,0.0386,-2.5789,0.9776,2.7582
13.4880,-4.7250,1.5750,0.6250,0.0490,0.0415,-2.0975,2.0985
13.4880,-4.5750,1.8750,0.7250,-0.1544,-0.1836,-2.5069,2.5184
13.4880,-4.4750,2.0250,0.7750,-0.1353,0.0036,1.0559,1.0645
13.4880,-4.3750,2.2250,0.8750,-0.0122,0.1640,0.9850,0.9986
13.4880,-4.1250,2.6750,1.0250,-0.0636,-0.0301,0.4659,0.4712
13.4880,0.9250,1.5750,0.7250,0.0415,-2.8368,10.3132,10.6963
13.4880,0.9250,1.4250,0.6750,0.0420,-2.6589,9.4105,9.7790
13.4880,0.9250,0.8250,0.4250,0.0331,-1.6526,5.2378,5.4925
13.4880,0.9250,0.6750,0.3750,0.0372,-1.3260,3.9659,4.1818
13.4880,0.9250,0.5250,0.3250,0.0392,-1.0355,2.9223,3.1006
13.4880,0.9250,0.3750,0.2750,0.0335,1.2492,2.8180,3.0826
13.4880,0.9250,-0.1250,0.0250,0.0526,0.3476,-1.6990,1.7350
13.4880,0.9250,-0.5250,-0.1250,0.0435,1.7017,-3.5405,3.9284
13.4880,0.9250,-0.6750,-0.1750,0.0415,2.1402,-4.4825,4.9674
13.4880,0.9250,-0.7750,-0.2250,0.0440,2.4965,-5.1633,5.7353
13.4880,0.9250,-0.8250,-0.2250,0.0425,2.6675,-5.6548,6.2525
13.4880,-4.9250,1.2750,0.5250,-0.2967,-0.0061,-1.2409,1.2759
13.4880,-4.8250,1.4250,0.5750,-0.1196,0.0703,-1.9199,1.9249
13.4880,-4.5750,1.8750,0.7750,-0.1032,-0.0967,-2.4536,2.4577
13.4880,-4.1250,2.6750,1.0750,-0.0293,0.0318,0.4506,0.4527
13.4880,0.9250,1.3250,0.6750,0.0340,-2.5060,8.2577,8.6296
13.4880,0.9250,0.9750,0.5250,0.0389,-1.9373,5.9247,6.2335
13.4880,0.9250,0.8750,0.4750,0.0375,-1.8016,5.4290,5.7202
13.4880,0.9250,0.7750,0.4250,0.0376,-1.5535,4.5751,4.8318
13.4880,0.9250,0.6250,0.3750,0.0374,-1.2414,3.4259,3.6440
13.4880,0.9250,0.2250,0.2250,0.0406,-0.9928,-0.0656,0.9958
13.4880,0.9250,-0.2250,-0.0250,0.0471,0.7782,-1.6773,1.8496
13.4880,0.9250,-0.3750,-0.0750,0.0380,-0.3469,-3.3563,3.3744
13.4880,0.9250,-0.6250,-0.1750,0.0432,1.9991,-4.0578,4.5237
13.4880,-8.3750,1.1750,0.4250,0.0479,-2.7775,-1.5139,3.1637
13.4880,-8.3750,1.7750,0.6750,0.0304,-4.4489,2.8183,5.2665
13.4880,-4.9250,1.2250,0.5250,-0.2091,0.1441,-1.8011,1.8189
13.4880,-4.5750,1.8750,0.8250,-0.0149,0.0566,-2.3612,2.3620
13.4880,-4.3250,2.3250,1.0250,-0.0547,0.1167,0.9904,0.9988
13.4880,0.9250,1.1250,0.6250,0.0400,-2.1907,6.6381,6.9904
13.4880,0.9250,1.0250,0.5750,0.0392,-2.0561,6.0927,6.4304
13.4880,0.9250,0.8250,0.4750,0.0363,-1.6756,4.7024,4.9921
13.4880,0.9250,0.7250,0.4250,0.0353,-1.4554,3.9758,4.2339
13.4880,0.9250,0.5750,0.3750,0.0401,-1.1479,3.0515,3.2605
13.4880,0.9250,0.4750,0.3250,0.0426,-0.9645,2.3074,2.5013
13.4880,0.9250,-0.4750,-0.1250,0.0447,0.7891,-3.4440,3.5335
13.4880,-8.3750,1.4750,0.5750,0.0439,-3.6382,0.1684,3.6423
13.4880,-4.7750,1.5250,0.6750,-0.0850,-0.1573,-1.9677,1.9758
13.4880,-4.6750,1.6750,0.7750,-0.0146,0.0872,-2.1229,2.1248
13.4880,-4.4250,2.1250,0.9750,-0.0567,-0.0084,1.1748,1.1762
13.4880,0.9250,1.6750,0.9250,0.0398,-2.8266,10.1075,10.4954
13.4880,0.9250,1.1750,0.6750,0.0382,-2.2681,6.8150,7.1826
13.4880,0.9250,0.8750,0.5250,0.0463,-1.7872,4.8893,5.2059
13.4880,0.9250,0.6250,0.4250,0.0421,-1.3458,3.3164,3.5793
13.4880,0.9250,0.4250,0.3250,0.0435,-0.8764,1.8200,2.0205
13.4880,0.9250,0.3250,0.2750,0.0422,-2.1763,0.0531,2.1773
13.4880,0.9250,-0.3250,-0.0750,0.0474,1.1926,-2.1960,2.4994
13.4880,0.9250,-0.5750,-0.1750,0.0398,-3.7954,-6.4805,7.5102
13.4880,-4.8750,1.3750,0.6250,-0.0660,-0.0717,-1.4433,1.4466
13.4880,-4.6250,1.8250,0.8750,-2.5210,-4.1571,4.5695,6.6721
13.4880,-4.5250,1.9750,0.9250,-0.0850,-0.0980,-2.5325,2.5358
13.4880,-4.4250,2.1250,1.0250,-2.8830,-4.7501,6.8519,8.8218
13.4880,0.9250,1.2750,0.7750,0.0449,-2.3584,7.2301,7.6052
13.4880,0.9250,1.0250,0.6250,0.0472,-1.9958,5.5226,5.8724
13.4880,0.9250,0.8250,0.5250,0.0384,-1.6525,4.2133,4.5259
13.4880,0.9250,0.7250,0.4750,0.0420,-1.5444,3.8643,4.1617
13.4880,0.9250,0.6750,0.4750,0.0377,-1.4270,3.2920,3.5882
13.4880,0.9250,0.5750,0.4250,0.0413,-1.2346,2.7242,2.9912
13.4880,0.9250,0.5250,0.3750,0.0435,-1.1045,2.5526,2.7817
13.4880,0.9250,-0.4250,-0.1250,0.0472,0.7076,-3.0526,3.1339
13.4880,0.9250,-0.5250,-0.1750,0.0445,1.8921,-3.2793,3.7862
13.4880,-8.3750,1.4250,0.5750,0.0470,-3.6912,-1.4931,3.9820
13.4880,-8.3750,1.7250,0.7250,0.0374,-4.5749,-0.4548,4.5976
13.4880,-4.7750,1.5250,0.7250,0.1051,0.1600,-1.7667,1.7771
13.4880,-4.5250,1.9750,0.9750,-0.0074,0.0384,-2.3337,2.3340
13.4880,0.9250,1.5250,0.9250,0.0429,-2.4806,8.4085,8.7669
13.4880,0.9250,0.9250,0.6250,0.0510,-1.8266,4.6955,5.0385
13.4880,0.9250,0.8750,0.5750,0.0439,-1.7394,4.3948,4.7267
13.4880,0.9250,0.3750,0.3250,0.0437,-0.7725,1.2007,1.4284
13.4880,0.9250,-0.4750,-0.1750,0.0504,1.7265,-2.9232,3.3954
13.4880,0.9250,1.2750,0.8250,0.0556,-2.1857,6.6511,7.0013
13.4880,0.9250,1.1750,0.7750,0.0457,-2.0786,5.9540,6.3065
13.4880,0.9250,1.0750,0.7250,0.0546,-1.9952,5.5031,5.8539
13.4880,0.9250,0.7250,0.5250,0.0445,-1.4784,3.3210,3.6355
13.4880,0.9250,0.6250,0.4750,0.0457,-1.2819,2.6320,2.9280
13.4880,0.9250,0.5250,0.4250,0.0458,-1.1095,2.1321,2.4039
13.4880,0.9250,0.4750,0.3750,0.0462,-0.9979,1.9860,2.2231
13.4880,0.9250,0.2750,0.2750,0.0489,-0.4986,0.2559,0.5625
13.4880,0.9250,0.1750,0.2250,0.0505,-0.0482,1.0872,1.0895
13.4880,0.9250,-0.1750,-0.0250,0.0561,0.5653,-1.6858,1.7789
13.4880,0.9250,-0.2750,-0.0750,0.0550,-0.7474,-3.0096,3.1015
13.4880,0.9250,-0.3750,-0.1250,0.0532,-0.6256,-3.4981,3.5540
13.4880,-8.3750,1.1250,0.3750,0.0586,-2.8249,-4.3395,5.1783
13.4880,-8.3750,1.4250,0.5250,0.0502,-3.6771,-3.0222,4.7599
13.4880,-4.9750,1.1750,0.5750,-0.0940,0.3510,-0.9219,0.9910
13.4880,-4.8750,1.3250,0.6250,0.1715,0.3077,-2.0099,2.0405
13.4880,-4.7250,1.6250,0.8250,-0.0220,0.0887,-1.9922,1.9943
13.4880,-4.6250,1.7750,0.9250,0.1185,0.1554,-2.2426,2.2511
13.4880,-4.4750,2.0750,1.0750,-0.1753,0.0292,-2.5409,2.5471
13.4880,0.9250,1.3750,0.9250,0.0469,-2.1667,7.0337,7.3600
13.4880,0.9250,0.7750,0.5750,0.0405,-1.5330,3.4405,3.7669
13.4880,0.9250,0.3250,0.3250,0.0507,-0.6376,0.5554,0.8471
13.4880,0.9250,0.0750,0.1750,0.0798,-0.8202,2.6873,2.8108
13.4880,0.9250,-0.4250,-0.1750,0.0510,1.5619,-2.5901,3.0250
13.4880,-4.8250,1.4750,0.7250,-0.0845,-0.0278,-1.7300,1.7323
13.4880,-4.5750,1.9250,1.0250,-0.1343,-0.0467,-2.1584,2.1631
13.4880,-4.4750,2.0750,1.1250,-0.0880,0.1978,-2.2979,2.3081
13.4880,0.9250,1.6250,1.1250,0.0471,-2.0962,8.5388,8.7925
13.4880,0.9250,1.4750,1.0250,0.0434,-2.0879,7.5630,7.8460
13.4880,0.9250,1.1250,0.8250,0.0414,-1.9162,5.4557,5.7826
13.4880,0.9250,1.0750,0.7750,0.0528,-1.8508,5.0220,5.3524
13.4880,0.9250,0.9750,0.7250,0.0522,-1.7686,4.5486,4.8806
